"","X","huc12","states","name","areasqkm","areaacres","sorted_state"
"100298","100298","010700010303","NH","Pond Brook",52.72,13026.53,"NH"
"22876","22876","010700010304","NH","South Branch Baker River",107.76,26629.06,"NH"
"100283","100283","010700010305","NH","Halls Brook-Baker River",97.94,24202.3,"NH"
"100247","100247","010700010306","NH","Stinson Brook",50.6,12502.85,"NH"
"100272","100272","010700010307","NH","Baker River",93.18,23026.26,"NH"
"100263","100263","010700010401","NH","Mad River",160.5,39660,"NH"
"100261","100261","010700010402","NH","Beebe River",77.13,19058.63,"NH"
"100252","100252","010700010403","NH","Bog Brook-Pemigewasset River",63.94,15799.36,"NH"
"100309","100309","010700010404","NH","Clay Brook-Pemigewasset River",56.86,14051.49,"NH"
"22836","22836","010700010501","NH","Squam Lake",113.79,28118.18,"NH"
"22662","22662","010700010502","NH","Squam River",54.84,13551.44,"NH"
"12976","12976","010700010601","NH","Cockermouth River",77.13,19059.81,"NH"
"21291","21291","010700010602","NH","Bog Brook",92.8,22932.25,"NH"
"21504","21504","010700010603","NH","Newfound Lake-Newfound River",85.72,21181.75,"NH"
"21986","21986","010700010701","NH","Headwaters Smith River",120.03,29659.02,"NH"
"21980","21980","010700010702","NH","Smith River",107.48,26559.59,"NH"
"22653","22653","010700010801","NH","Harper Brook-Pemigewasset River",102.88,25421.96,"NH"
"21977","21977","010700010802","NH","Salmon Brook",65.66,16224.51,"NH"
"15298","15298","010700010803","NH","Franklin Falls Dam-Pemigewasset River",103.04,25461.09,"NH"
"21160","21160","010700010804","NH","Sucker Brook-Pemigewasset River",56.35,13924.74,"NH"
"21290","21290","010700020101","NH","Wolfeboro Bay-Frontal Lake Winnipesaukee",149.6,36965.71,"NH"
"15297","15297","010700020102","NH","Watson Brook-Alton Bay",128.73,31809.56,"NH"
"12979","12979","010700020103","NH","Shannon Brook-Moultonborough Bay",127.29,31453.07,"NH"
"21432","21432","010700020104","NH","Melvin River-Frontal Moultonborough Bay",120.27,29719.2,"NH"
"21293","21293","010700020105","NH","Lake Kanasatka-Lake Winnipesaukee",81.01,20017.24,"NH"
"21983","21983","010700020106","NH","The Broads-Lake Winnipeasaukee",157.62,38949.72,"NH"
"22654","22654","010700020107","NH","Gunstock River-Frontal Sanders Bay",72.62,17944.65,"NH"
"15299","15299","010700020108","NH","Lake Waukewan",33.62,8307.21,"NH"
"22658","22658","010700020109","NH","Meredith Bay-Lake Winnipeasaukee",35.94,8881.58,"NH"
"21982","21982","010700020110","NH","Paugus Bay",30.48,7530.95,"NH"
"21314","21314","010700020201","NH","Lake Winnisquam",164.83,40730.36,"NH"
"6940","6940","010700020202","NH","Tioga River",75.21,18584.66,"NH"
"6941","6941","010700020203","NH","Winnipesaukee River",79.54,19654.36,"NH"
"15304","15304","010700030101","NH","Town Farm Brook-Contoocook River",109.85,27145.43,"NH"
"15508","15508","010700030102","NH","Brush Brook",47.12,11644.3,"NH"
"21406","21406","010700030103","NH","Nubanusit Brook",76.76,18968.48,"NH"
"21282","21282","010700030104","NH","Gridley River-Contoocook River",113.77,28114.21,"NH"
"15290","15290","010700030105","NH","Otter Brook",38.6,9537.67,"NH"
"21404","21404","010700030106","NH","Ferguson Brook-Contoocook River",43.6,10774.31,"NH"
"21560","21560","010700030107","NH","Moose Brook-Contoocook River",47.83,11818.73,"NH"
"21964","21964","010700030108","NH","Great Brook-Contoocook River",96.01,23724.83,"NH"
"15507","15507","010700030201","NH","Highland Lake",74.22,18339.69,"NH"
"21968","21968","010700030202","NH","Franklin Pierce Lake",92.92,22960.18,"NH"
"15291","15291","010700030203","NH","Shedd Brook",56.77,14027.08,"NH"
"22998","22998","010700030204","NH","Beard Brook",88.68,21912.13,"NH"
"20688","20688","010700030301","NH","Sand Brook-Contoocook River",63.66,15730.74,"NH"
"21518","21518","010700030302","NH","Amey Brook",53.13,13127.62,"NH"
"6936","6936","010700030303","NH","Hopkinton Lake",32.18,7950.61,"NH"
"15294","15294","010700030304","NH","Hopkinton Lake-Contoocook River",67.6,16704.48,"NH"
"20475","20475","010700030401","NH","Andrew Brook",49.72,12285.78,"NH"
"21573","21573","010700030402","NH","Upper Warner River",117.66,29074.17,"NH"
"21167","21167","010700030403","NH","Lane River",60.92,15054.77,"NH"
"20481","20481","010700030404","NH","Lower Warner River",156.34,38633.64,"NH"
"21175","21175","010700030501","NH","Cascade Brook",86.45,21362.82,"NH"
"21915","21915","010700030502","NH","Frazier Brook-Blackwater River",93.28,23050.99,"NH"
"15293","15293","010700030503","NH","Mountain Brook-Blackwater River",130.62,32275.72,"NH"
"6939","6939","010700030504","NH","Blackwater River",39.27,9704.75,"NH"
"6950","6950","010700030601","NH","Hardy Spring Brook-Contoocook River",38.57,9531.32,"NH"
"21058","21058","010700030602","NH","Deer Meadow Brook",49.69,12278.32,"NH"
"6951","6951","010700030603","NH","Contoocook River",53.67,13261.89,"NH"
"20999","20999","010700040301","MA,NH","Willard Brook",113.27,27990.11,"NH"
"209991","20999","010700040301","MA,NH","Willard Brook",113.27,27990.11,"NH"
"15302","15302","010700040302","MA,NH","Witch Brook-Squannacook River",74.76,18472.78,"NH"
"153021","15302","010700040302","MA,NH","Witch Brook-Squannacook River",74.76,18472.78,"NH"
"21125","21125","010700040401","MA,NH","Nissitissit River",157.17,38837.64,"NH"
"211251","21125","010700040401","MA,NH","Nissitissit River",157.17,38837.64,"NH"
"21121","21121","010700040402","MA,NH","Unkety Brook-Nashua River",149.87,37033.7,"NH"
"211211","21121","010700040402","MA,NH","Unkety Brook-Nashua River",149.87,37033.7,"NH"
"21577","21577","010700060101","NH","Punch Brook-Merrimack River",81.99,20261.3,"NH"
"21059","21059","010700060102","NH","Tannery Brook-Merrimack River",91.07,22504.8,"NH"
"15295","15295","010700060201","NH","Gues Meadow Brook",87.81,21697.8,"NH"
"21138","21138","010700060202","NH","Soucook River",148.96,36808.87,"NH"
"20691","20691","010700060301","NH","Turkey River",96.97,23961.98,"NH"
"20480","20480","010700060302","NH","Bow Bog Brook-Merrimack River",171.33,42336.88,"NH"
"6938","6938","010700060401","NH","Crystal Lake",70.32,17376.27,"NH"
"15292","15292","010700060402","NH","Upper Suncook Lake-Suncook River",113.37,28014.6,"NH"
"21057","21057","010700060403","NH","Big River",75.17,18574.85,"NH"
"15296","15296","010700060501","NH","Perry Brook-Suncook River",138.5,34223.55,"NH"
"21440","21440","010700060502","NH","Little Suncook River",102.67,25369.41,"NH"
"21442","21442","010700060503","NH","Suncook River",162.64,40190.04,"NH"
"21887","21887","010700060601","NH","Weare Reservoir-Piscataquog River",74.71,18460.37,"NH"
"21976","21976","010700060602","NH","Everett Lake-Piscataquog River",85.42,21108.33,"NH"
"21773","21773","010700060603","NH","Gorham Brook-Piscataquog River",37.33,9223.38,"NH"
"12977","12977","010700060604","NH","Headwaters South Branch Piscataquog River",80.68,19935.69,"NH"
"21770","21770","010700060605","NH","Middle Branch Piscataquog River",107.16,26478.8,"NH"
"21512","21512","010700060606","NH","South Branch Piscataquog River",81.22,20069.25,"NH"
"21912","21912","010700060607","NH","Piscataquog River",96.79,23916.17,"NH"
"21774","21774","010700060701","NH","Sucker Brook",76.13,18812.78,"NH"
"21562","21562","010700060702","NH","Massabesic Lake",44.62,11024.62,"NH"
"21405","21405","010700060703","NH","Cohas Brook",60.46,14939,"NH"
"12974","12974","010700060801","NH","Black Brook",57.72,14262.92,"NH"
"21966","21966","010700060802","NH","Browns Brook-Merrimack River",109.12,26963.59,"NH"
"21509","21509","010700060803","NH","Bowman Brook-Merrimack River",45.13,11153.09,"NH"
"21283","21283","010700060804","NH","Little Cohas Brook-Merrimack River",65.47,16176.95,"NH"
"21072","21072","010700060901","MA,NH","Headwaters Souhegan River",76.32,18859.33,"NH"
"210721","21072","010700060901","MA,NH","Headwaters Souhegan River",76.32,18859.33,"NH"
"21130","21130","010700060902","NH","Blood Brook-Souhegan River",96.18,23765.87,"NH"
"15305","15305","010700060903","NH","Stony Brook",86.87,21467.21,"NH"
"21281","21281","010700060904","NH","Purgatory Brook-Souhegan River",46.34,11451.13,"NH"
"21402","21402","010700060905","NH","Baboosic Brook",127.25,31445.12,"NH"
"21280","21280","010700060906","NH","Souhegan River",137.89,34072.29,"NH"
"21129","21129","010700061001","NH","Pennichuck Brook",69.76,17237.99,"NH"
"21150","21150","010700061002","NH","Nesenkeag Brook-Merrimack River",87.54,21632.62,"NH"
"21279","21279","010700061101","NH","Arlington Mill Reservoir",58.08,14352.56,"NH"
"15303","15303","010700061102","MA,NH","Spicket River",142.4,35187.73,"NH"
"153031","15303","010700061102","MA,NH","Spicket River",142.4,35187.73,"NH"
"21070","21070","010700061201","MA,NH","Salmon Brook",80.52,19897.74,"NH"
"210701","21070","010700061201","MA,NH","Salmon Brook",80.52,19897.74,"NH"
"21286","21286","010700061203","NH","Upper Beaver Brook",140.67,34759.32,"NH"
"21128","21128","010700061204","NH","Golden Brook",48.48,11978.44,"NH"
"21069","21069","010700061205","MA,NH","Lower Beaver Brook",55.4,13689.99,"NH"
"210691","21069","010700061205","MA,NH","Lower Beaver Brook",55.4,13689.99,"NH"
"12982","12982","010700061206","MA,NH","Limit Brook-Merrimack River",148.32,36650.97,"NH"
"129821","12982","010700061206","MA,NH","Limit Brook-Merrimack River",148.32,36650.97,"NH"
"20892","20892","010700061207","MA,NH","Fish Brook-Merrimack River",96.48,23840.22,"NH"
"208921","20892","010700061207","MA,NH","Fish Brook-Merrimack River",96.48,23840.22,"NH"
"21307","21307","010700061401","MA,NH","Little River",75.31,18610.34,"NH"
"213071","21307","010700061401","MA,NH","Little River",75.31,18610.34,"NH"
"15542","15542","010700061402","MA,NH","Creek Brook-Merrimack River",121.04,29908.95,"NH"
"155421","15542","010700061402","MA,NH","Creek Brook-Merrimack River",121.04,29908.95,"NH"
"21284","21284","010700061403","MA,NH","Powwow River",153.61,37957.33,"NH"
"212841","21284","010700061403","MA,NH","Powwow River",153.61,37957.33,"NH"
"11004","11004","010700061404","MA,NH","Outlet Merrimack River",135.45,33469.27,"NH"
"110041","11004","010700061404","MA,NH","Outlet Merrimack River",135.45,33469.27,"NH"
"43238","43238","010801010101","ME,NH","Second Connecticut Lake-Connecticut River",119.08,29425.87,"NH"
"432381","43238","010801010101","ME,NH","Second Connecticut Lake-Connecticut River",119.08,29425.87,"NH"
"43234","43234","010801010102","NH","First Connecticut Lake-Connecticut River",96.28,23791.24,"NH"
"43237","43237","010801010103","NH","Perry Stream",79.06,19536.69,"NH"
"43075","43075","010801010104","NH","Lake Francis-Connecticut River",147.12,36353.82,"NH"
"43239","43239","010801010201","CN,NH","Middle Branch Indian Stream",83.87,20723.87,"NH"
"43265","43265","010801010202","NH","Indian Stream",100.04,24720.16,"NH"
"43074","43074","010801010203","NH,VT","Favreau Brook-Connecticut River",56.18,13882.32,"NH"
"430741","43074","010801010203","NH,VT","Favreau Brook-Connecticut River",56.18,13882.32,"NH"
"43072","43072","010801010301","NH","Bishop Brook",55.99,13835.77,"NH"
"43236","43236","010801010303","CN,NH,VT","Halls Stream",160.25,39598.88,"NH"
"432361","43236","010801010303","CN,NH,VT","Halls Stream",160.25,39598.88,"NH"
"43073","43073","010801010305","CN,NH,VT","Willard Stream-Connecticut River",139.92,34574.93,"NH"
"430731","43073","010801010305","CN,NH,VT","Willard Stream-Connecticut River",139.92,34574.93,"NH"
"14737","14737","010801010401","NH","Upper Mohawk River",91.35,22573.11,"NH"
"14736","14736","010801010402","NH","Lower Mohawk River",54.87,13557.98,"NH"
"20835","20835","010801010403","NH","Simms Stream",86.74,21434.97,"NH"
"20837","20837","010801010404","NH,VT","Clough Brook-Connecticut River",86.4,21349.5,"NH"
"208371","20837","010801010404","NH,VT","Clough Brook-Connecticut River",86.4,21349.5,"NH"
"22869","22869","010801010405","NH,VT","Lyman Brook-Connecticut River",103.45,25562.99,"NH"
"228691","22869","010801010405","NH,VT","Lyman Brook-Connecticut River",103.45,25562.99,"NH"
"21416","21416","010801010602","NH","Bog Brook",65.11,16088.15,"NH"
"21513","21513","010801010603","NH,VT","Dennis Pond Brook-Connecticut River",141.46,34956.29,"NH"
"215131","21513","010801010603","NH,VT","Dennis Pond Brook-Connecticut River",141.46,34956.29,"NH"
"100280","100280","010801010701","NH","Headwaters Upper Ammonoosuc River",109,26935.6,"NH"
"100243","100243","010801010702","NH","Higgins Brook-Upper Ammonoosuc River",50.29,12427.62,"NH"
"20829","20829","010801010703","NH","North Branch Upper Ammonoosuc River",63.44,15676.54,"NH"
"22866","22866","010801010704","NH","Phillips Brook",123.73,30574.44,"NH"
"100296","100296","010801010705","NH","Mill Brook",40.56,10022.62,"NH"
"20685","20685","010801010706","NH","Nash Stream",113.74,28105.57,"NH"
"100259","100259","010801010707","NH","Upper Ammonoosuc River",151.24,37372.77,"NH"
"100286","100286","010801010801","NH","Headwaters Israel River",52.99,13093.6,"NH"
"100278","100278","010801010802","NH","Appleby Brook-Mill Brook",42.18,10422.34,"NH"
"100276","100276","010801010803","NH","Stag Hollow Brook-Israel River",49.95,12343,"NH"
"100267","100267","010801010804","NH","Garland Brook",50.6,12503.31,"NH"
"100293","100293","010801010805","NH","Otter Brook",64.89,16034.16,"NH"
"100255","100255","010801010806","NH","Israel River",88.66,21907.37,"NH"
"14808","14808","010801010902","NH,VT","Dean Brook-Connecticut River",95.53,23606,"NH"
"148081","14808","010801010902","NH,VT","Dean Brook-Connecticut River",95.53,23606,"NH"
"16768","16768","010801010903","NH,VT","Mink Brook-Connecticut River",132.78,32810.44,"NH"
"167681","16768","010801010903","NH,VT","Mink Brook-Connecticut River",132.78,32810.44,"NH"
"20827","20827","010801020403","NH,VT","Water Andric-Passumpsic River",76.09,18801.52,"NH"
"208271","20827","010801020403","NH,VT","Water Andric-Passumpsic River",76.09,18801.52,"NH"
"21333","21333","010801030101","NH","Forest Lake-Bog Brook",47.98,11856.9,"NH"
"100299","100299","010801030102","NH","Johns River",144.84,35790.41,"NH"
"14778","14778","010801030201","NH,VT","Miles Stream-Connecticut River",119.43,29511.89,"NH"
"147781","14778","010801030201","NH,VT","Miles Stream-Connecticut River",119.43,29511.89,"NH"
"20828","20828","010801030202","NH,VT","Moore Reservoir-Connecticut River",122.01,30148.3,"NH"
"208281","20828","010801030202","NH,VT","Moore Reservoir-Connecticut River",122.01,30148.3,"NH"
"20747","20747","010801030203","NH,VT","Comerford Station Dam-Connecticut River",86.69,21422.3,"NH"
"207471","20747","010801030203","NH,VT","Comerford Station Dam-Connecticut River",86.69,21422.3,"NH"
"9206","9206","010801030204","NH,VT","Stevens River",119.95,29641.43,"NH"
"92061","9206","010801030204","NH,VT","Stevens River",119.95,29641.43,"NH"
"21335","21335","010801030205","NH,VT","McIndoe Falls-Connecticut River",60.89,15045.57,"NH"
"213351","21335","010801030205","NH,VT","McIndoe Falls-Connecticut River",60.89,15045.57,"NH"
"16019","16019","010801030206","NH,VT","Manchester Brook-Connecticut River",85.73,21184.56,"NH"
"160191","16019","010801030206","NH,VT","Manchester Brook-Connecticut River",85.73,21184.56,"NH"
"100274","100274","010801030301","NH","Headwaters Gale River",54.52,13473.22,"NH"
"100300","100300","010801030302","NH","Meadow Brook-Gale River",64.43,15921.95,"NH"
"100291","100291","010801030303","NH","Ham Branch",78.78,19465.88,"NH"
"100289","100289","010801030304","NH","Gale River",43.65,10785.86,"NH"
"100301","100301","010801030401","NH","Headwaters Ammonoosuc River",86.6,21399.42,"NH"
