"","X","huc12","states","name","areasqkm","areaacres"
"1566","1566","010900020301","MA","Sippican River",81.79,20210.31
"1567","1567","010900020303","MA","Agawam River-Buzzards Bay",143.12,35366.43
"1568","1568","010900020106","MA","Green Harbor River",20.88,5160.46
"1569","1569","010900020201","MA","Barnstable Harbor-Cape Cod Bay",1735.33,428808.21
"1570","1570","010900020202","MA","Cape Cod National Seashore-Atlantic Ocean",387.92,95856.01
"1571","1571","010900020101","MA","Headwaters Indian Head River",60.03,14833.22
"1572","1572","010900020102","MA","Indian Head River-North River",125.5,31010.75
"1573","1573","010900020107","MA","Massachusetts Bay-Cape Cod Bay",513.76,126952.83
"1618","1618","010900010202","MA","Middle Ipswich River",88.11,21772.77
"1621","1621","010900010201","MA","Upper Ipswich River",107.21,26491.24
"1624","1624","010900010601","MA","Headwaters Charles River",136.3,33680.86
"1626","1626","010900010203","MA","Fish Brook",46.94,11599.77
"1627","1627","010900010204","MA","Howlett Brook",24.62,6084.37
"1628","1628","010900010501","MA","Aberjona River",66.22,16363.84
"1629","1629","010900010603","MA","Bogastow Brook",66.36,16397.9
"1630","1630","010900010701","MA","Fuller Brook-Charles River",86.57,21392.49
"1631","1631","010900010801","MA","Headwaters Neponset River",113.94,28154.36
"1632","1632","010900010802","MA","East Branch Neponset River",74.25,18347.37
"1633","1633","010900011011","MA","Aaron River-Cohasset Harbor",50.29,12427.01
"1634","1634","010900010902","MA","Weir River",47.68,11781.49
"1640","1640","010900010903","MA","Hingham Bay-Frontal Quincy Bay",86.52,21380.07
"1641","1641","010900011009","MA","Quincy Bay",57.12,14115.74
"1642","1642","010900011012","MA","Little Harbor-Massachusetts Bay",81.85,20224.57
"1643","1643","010900010704","MA","Outlet Charles River",154.13,38087.51
"1645","1645","010900011006","MA","Broad Sound-Massachusetts Bay",103.11,25477.97
"5166","5166","010500021213","ME","Beech Hill Pond",27.32,6749.7
"5183","5183","010900011002","MA","Annisquam River-Gloucester Harbor",26.11,6451.16
"5184","5184","010900010302","MA","Jones River-Annisquam River",18.81,4648.61
"6682","6682","010500021214","ME","Mountainy Pond",34.84,8609.94
"6936","6936","010700030303","NH","Hopkinton Lake",32.18,7950.61
"6938","6938","010700060401","NH","Crystal Lake",70.32,17376.27
"6939","6939","010700030504","NH","Blackwater River",39.27,9704.75
"6940","6940","010700020202","NH","Tioga River",75.21,18584.66
"6941","6941","010700020203","NH","Winnipesaukee River",79.54,19654.36
"6949","6949","010600020904","ME,NH","Great Brook-Ossipee River",57.33,14167.65
"69491","6949","010600020904","ME,NH","Great Brook-Ossipee River",57.33,14167.65
"6950","6950","010700030601","NH","Hardy Spring Brook-Contoocook River",38.57,9531.32
"6951","6951","010700030603","NH","Contoocook River",53.67,13261.89
"6952","6952","010600020903","ME,NH","Mill Brook",36.22,8951.04
"69521","6952","010600020903","ME,NH","Mill Brook",36.22,8951.04
"8216","8216","011000010703","CT","Broad Brook",42.42,10482.95
"8217","8217","011000010203","CT,MA","Middle French River",103.78,25644.28
"82171","8217","011000010203","CT,MA","Middle French River",103.78,25644.28
"8219","8219","011000010301","CT,MA,RI","Upper Fivemile River",99.44,24572.28
"82191","8219","011000010301","CT,MA,RI","Upper Fivemile River",99.44,24572.28
"82192","8219","011000010301","CT,MA,RI","Upper Fivemile River",99.44,24572.28
"8220","8220","011000010302","CT,RI","Lower Fivemile River",98.16,24256.75
"82201","8220","011000010302","CT,RI","Lower Fivemile River",98.16,24256.75
"8221","8221","011000010501","CT,RI","Upper Moosup River",90.57,22380.37
"82211","8221","011000010501","CT,RI","Upper Moosup River",90.57,22380.37
"8222","8222","011000010102","MA","Headwaters Quinebaug River",109.13,26966.48
"8223","8223","010802050303","CT","Piper Brook-Park River",79.35,19608.09
"8231","8231","020302030000","CT,NY,RI","Long Island Sound",3082.16,761618.25
"82311","8231","020302030000","CT,NY,RI","Long Island Sound",3082.16,761618.25
"8242","8242","010700050103","MA","Lake Cochituate-Sudbury River",108.1,26711.25
"8246","8246","010700050104","MA","Hop Brook-Sudbury River",118.72,29335.09
"8250","8250","010700050201","MA","Headwaters Assabet River",103.49,25573.03
"8251","8251","010802060201","MA","Upper West Branch Westfield River",138.89,34320.38
"8252","8252","010900030103","MA","Quinsigamond River",97.99,24213.01
"8657","8657","011000040301","CT","Mill River",99.5,24585.83
"8658","8658","011000040304","CT","Cove River-Frontal Long Island Sound",45.34,11203.19
"8659","8659","011000050602","CT","East Aspetuck River",65.44,16169.33
"8660","8660","011000050703","CT","Outlet Shepaug River",155.35,38386.82
"8945","8945","011000010701","CT","Blackwell Brook",72.89,18011.6
"8946","8946","011000010704","CT","Cory Brook-Quinebaug River",139.51,34474.07
"8947","8947","011000020106","CT","Hop River",127.06,31396.62
"8948","8948","011000020204","CT","Fenton River",88.99,21988.67
"8949","8949","011000020301","CT","Merrick Brook",53.9,13320.11
"8950","8950","011000030201","CT","Poquetanuck Brook",73.58,18181.55
"8951","8951","011000030301","CT","Mystic River",69.53,17181.91
"8952","8952","011000030304","CT","Niantic River",78.32,19353.47
"8953","8953","011000030305","CT","Fenger Brook-Frontal Long Island Sound",43.13,10658.07
"9177","9177","010900040911","RI","Aquidneck Island-Frontal Atlantic Ocean",24.09,5952.68
"9178","9178","010900040908","RI","Lower West Passage",117.72,29088.58
"9179","9179","010900040910","RI","Sakonnet River",144.72,35760.97
"9180","9180","010900040912","RI","Pettaquamscutt River-Frontal Atlantic Ocean",45.28,11188.26
"9181","9181","010900060201","RI","Block Island",28.36,7007.46
"9183","9183","010500041000","CN,ME","Bay of Fundy-Atlantic Ocean",3423.18,845886.5
"9184","9184","010500040904","ME","Grand Manan Channel-Atlantic Ocean",182.12,45003.77
"9185","9185","010500020703","ME","Machias Bay-Atlantic Ocean",225.27,55665.62
"9186","9186","010500021008","ME","Narraguagus Bay-Atlantic Ocean",108.16,26726.22
"9205","9205","010801070301","VT","Headwaters West River",105.71,26121.56
"9206","9206","010801030204","NH,VT","Stevens River",119.95,29641.43
"92061","9206","010801030204","NH,VT","Stevens River",119.95,29641.43
"9207","9207","010801010501","VT","Headwaters Nulhegan River",157.55,38931.26
"11004","11004","010700061404","MA,NH","Outlet Merrimack River",135.45,33469.27
"110041","11004","010700061404","MA,NH","Outlet Merrimack River",135.45,33469.27
"11013","11013","010600031006","MA,NH","Hampton Harbor Inlet-Atlantic Ocean",92.63,22888.96
"110131","11013","010600031006","MA,NH","Hampton Harbor Inlet-Atlantic Ocean",92.63,22888.96
"11365","11365","010900010703","MA","Beaver Brook-Charles River",136.42,33709.8
"11367","11367","010900010803","MA","Outlet Neponset River",115.14,28452.28
"11779","11779","010900060102","RI","Point Judith Pond-Frontal Block Island Sound",37.79,9337.83
"11780","11780","010900060101","RI","Saugatucket River",44.59,11018.19
"11781","11781","020302020804","NY,RI","Block Island Sound",628.26,155247.29
"12974","12974","010700060801","NH","Black Brook",57.72,14262.92
"12976","12976","010700010601","NH","Cockermouth River",77.13,19059.81
"12977","12977","010700060604","NH","Headwaters South Branch Piscataquog River",80.68,19935.69
"12979","12979","010700020103","NH","Shannon Brook-Moultonborough Bay",127.29,31453.07
"12982","12982","010700061206","MA,NH","Limit Brook-Merrimack River",148.32,36650.97
"129821","12982","010700061206","MA,NH","Limit Brook-Merrimack River",148.32,36650.97
"12983","12983","010700050102","MA","Sudbury Reservoir-Sudbury River",102.54,25337.39
"12985","12985","011000070303","CT,RI","Outlet Pawcatuck River",41.06,10146.23
"129851","12985","011000070303","CT,RI","Outlet Pawcatuck River",41.06,10146.23
"12986","12986","010900030208","MA,RI","Peters River-Blackstone River",108.62,26841.61
"129861","12986","010900030208","MA,RI","Peters River-Blackstone River",108.62,26841.61
"12987","12987","010900040602","RI","Flat River Reservoir",72.23,17847.45
"13076","13076","010802060305","MA","Powdermill Brook-Westfield River",110.11,27209.21
"13852","13852","010801070505","NH,VT","Catsbane Brook-Connecticut River",142.69,35259.41
"138521","13852","010801070505","NH,VT","Catsbane Brook-Connecticut River",142.69,35259.41
"14399","14399","010802040101","MA","Middle Branch Swift River",27.69,6841.93
"14402","14402","010802030203","MA","Chickley River",71.35,17631.3
"14403","14403","010802040102","MA","Headwaters East Branch Swift River",113.12,27953.68
"14404","14404","010802040202","MA","East Branch Ware River-Ware River",99.62,24616.82
"14405","14405","010802040302","MA","Lake Lashaway-East Brookfield River",64.94,16047.02
"14406","14406","010802040307","MA","Lower Quaboag River",55.4,13690.22
"14407","14407","010802060103","MA","Dead Branch",56.05,13850.93
"14408","14408","010802060104","MA","Middle Branch Westfield River",136.85,33815.67
"14431","14431","010802060301","MA","Moose Meadow Brook-Westfield River",119.5,29529.8
"14434","14434","010802070202","MA","Upper West Branch Farmington River",112.59,27822.34
"14437","14437","010802070201","MA","Otis Reservoir",41.05,10142.97
"14440","14440","010802030401","MA,VT","Upper Green River",96.9,23945.63
"144401","14440","010802030401","MA,VT","Upper Green River",96.9,23945.63
"14734","14734","010801030502","NH","Ogontz Brook",51.34,12686.77
"14735","14735","010801020302","VT","South Wheelock Branch-Passumpsic River",136.75,33791.6
"14736","14736","010801010402","NH","Lower Mohawk River",54.87,13557.98
"14737","14737","010801010401","NH","Upper Mohawk River",91.35,22573.11
"14739","14739","010802030102","VT","East Branch Deerfield River",95.59,23619.92
"14740","14740","010801050302","VT","Second Branch White River",94.38,23321.4
"14741","14741","010802010608","MA","Upper Manhan River",94.09,23251.36
"14742","14742","010802010602","MA","Russellville Brook-Connecticut River",123.5,30517.61
"14743","14743","010802020204","MA","Beaver Brook-Millers River",95.23,23532.59
"14744","14744","010802020101","MA,NH","Headwaters Millers River",74.19,18331.61
"147441","14744","010802020101","MA,NH","Headwaters Millers River",74.19,18331.61
"14767","14767","010801070404","VT","Smith Brook-West River",39.43,9742.88
"14769","14769","010802010201","NH","Otter Brook Lake-Otter Brook",122.21,30198.93
"14770","14770","010802010402","MA,NH","Mirey Brook",75.55,18669.32
"147701","14770","010802010402","MA,NH","Mirey Brook",75.55,18669.32
"14772","14772","010801070305","VT","Cobb Brook-West River",44.86,11084.71
"14773","14773","010801060502","VT","Branch Brook-Black River",114.04,28180.76
"14774","14774","010801020104","VT","West Branch Passumpsic River",111.36,27517.99
"14775","14775","010801060701","NH","Little Sugar River",78.21,19326.13
"14776","14776","010801060404","NH","North Branch Sugar River",87.72,21675.57
"14777","14777","010801040103","VT","South Branch Waits River",116.5,28788.53
"14778","14778","010801030201","NH,VT","Miles Stream-Connecticut River",119.43,29511.89
"147781","14778","010801030201","NH,VT","Miles Stream-Connecticut River",119.43,29511.89
"14779","14779","010801070201","NH","Headwaters Cold River",76.24,18839.36
"14780","14780","010801060301","NH","Bloods Brook",73.31,18114.58
"14781","14781","010801060204","VT","Kedron Brook",41.46,10243.91
"14782","14782","010801060104","NH","Crystal Lake Brook",45.17,11162.01
"14783","14783","010801050105","VT","Locust Creek",64.79,16009.83
"14805","14805","010801040204","NH","Grant Brook",42.34,10462.94
"14806","14806","010801050502","VT","Mill Brook-White River",147.25,36387.09
"14807","14807","010801050103","VT","Breakneck Brook-White River",111.91,27654.63
"14808","14808","010801010902","NH,VT","Dean Brook-Connecticut River",95.53,23606
"148081","14808","010801010902","NH,VT","Dean Brook-Connecticut River",95.53,23606
"14809","14809","011000010403","CT","Fall Brook-Quinebaug River",107.44,26547.82
"14833","14833","011000020201","CT","Bungee Brook",43.42,10729.03
"14856","14856","011000050701","CT","Headwaters Shepaug River",105.41,26047.7
"14857","14857","011000040104","CT","Muddy River",56.44,13947.68
"14858","14858","011000040206","CT","Farm River",66.2,16359.45
"14875","14875","011000010401","CT,MA","Roseland Lake-Little River",101.4,25056.42
"148751","14875","011000010401","CT,MA","Roseland Lake-Little River",101.4,25056.42
"14882","14882","011000050306","CT,MA","Carse Brook-Housatonic River",110.14,27215.57
"148821","14882","011000050306","CT,MA","Carse Brook-Housatonic River",110.14,27215.57
"14896","14896","011000051003","CT","Halfway River-Housatonic River",131.6,32518.77
"14897","14897","011000050803","CT","Lake Lillinonah-Housatonic River",118.44,29267.14
"14898","14898","011000050901","CT","Nonnewaug River",70.2,17347.9
"14899","14899","011000050903","CT","Pomperaug River",90.2,22290.09
"14903","14903","011000051201","CT","Hancock Brook",39.95,9872.91
"14904","14904","011000051204","CT","Hop Brook",45.07,11136
"14905","14905","011000051207","CT","Bladens River-Naugatuck River",132.31,32693.39
"14906","14906","011000060101","CT","Aspetuck River",59.71,14755.2
"14907","14907","011000010101","CT,MA","Hamilton Reservoir",52.71,13025.52
"149071","14907","011000010101","CT,MA","Hamilton Reservoir",52.71,13025.52
"14908","14908","011000010104","CT,MA","Cady Brook-Quinebaug River",101.88,25174.87
"149081","14908","011000010104","CT,MA","Cady Brook-Quinebaug River",101.88,25174.87
"14909","14909","011000020103","CT,MA","Furnace Brook",42.48,10498
"149091","14909","011000020103","CT,MA","Furnace Brook",42.48,10498
"14910","14910","011000050204","CT,MA","Ironwork Brook-Housatonic River",110.94,27414.37
"149101","14910","011000050204","CT,MA","Ironwork Brook-Housatonic River",110.94,27414.37
"14911","14911","011000050303","CT,MA","Blackberry River",70.16,17336.48
"149111","14911","011000050303","CT,MA","Blackberry River",70.16,17336.48
"15111","15111","011000060201","CT,NY","Silvermine River",58.34,14415.03
"15112","15112","011000060401","CT,NY","Rippowam River-Frontal Stamford Harbor",96.58,23865.77
"15113","15113","011000060402","CT,NY","Mianus River-Frontal Cos Cob Harbor",90.14,22274.73
"15114","15114","011000050501","CT,NY","Headwaters Webatuck Creek",89.2,22040.78
"15115","15115","011000050601","CT,NY","Lake Candlewood",104.96,25936.15
"15116","15116","011000060403","CT,NY","Byram River",77.44,19136.98
"15117","15117","011000060404","CT,NY","Fivemile River-Frontal Long Island Sound",108.16,26727.89
"15118","15118","011000010503","CT,RI","Lower Moosup River",89.34,22075.7
"151181","15118","011000010503","CT,RI","Lower Moosup River",89.34,22075.7
"15119","15119","011000010202","MA","Buffumville Lake-Little River",67.74,16739.73
"15120","15120","011000050106","MA","Mad River-Hop Brook",57.54,14218.07
"15121","15121","011000050107","MA","Konkapot Brook-Housatonic River",137.23,33911.21
"15226","15226","010802050301","CT","Trout Brook",45.96,11357.57
"15227","15227","010802050903","CT","Eightmile River",103.26,25514.88
"15228","15228","010802070401","CT","Nepaug River",82.82,20464.62
"15229","15229","010802070403","CT","Copper Mine Brook",48.22,11916.62
"15230","15230","010802070501","CT","West Branch Salmon Brook",68.87,17018.23
"15231","15231","010802050103","CT,MA","Muddy Brook",51.98,12844.82
"152311","15231","010802050103","CT,MA","Muddy Brook",51.98,12844.82
"15232","15232","010802070302","CT,MA","Valley Brook-East Branch Farmington River",116.91,28889.36
"152321","15232","010802070302","CT,MA","Valley Brook-East Branch Farmington River",116.91,28889.36
"15290","15290","010700030105","NH","Otter Brook",38.6,9537.67
"15291","15291","010700030203","NH","Shedd Brook",56.77,14027.08
"15292","15292","010700060402","NH","Upper Suncook Lake-Suncook River",113.37,28014.6
"15293","15293","010700030503","NH","Mountain Brook-Blackwater River",130.62,32275.72
"15294","15294","010700030304","NH","Hopkinton Lake-Contoocook River",67.6,16704.48
"15295","15295","010700060201","NH","Gues Meadow Brook",87.81,21697.8
"15296","15296","010700060501","NH","Perry Brook-Suncook River",138.5,34223.55
"15297","15297","010700020102","NH","Watson Brook-Alton Bay",128.73,31809.56
"15298","15298","010700010803","NH","Franklin Falls Dam-Pemigewasset River",103.04,25461.09
"15299","15299","010700020108","NH","Lake Waukewan",33.62,8307.21
"15300","15300","010700050205","MA","River Meadow Brook",69.61,17200.72
"15301","15301","010700040201","MA","Quinapoxet River",148.17,36612.39
"15302","15302","010700040302","MA,NH","Witch Brook-Squannacook River",74.76,18472.78
"153021","15302","010700040302","MA,NH","Witch Brook-Squannacook River",74.76,18472.78
"15303","15303","010700061102","MA,NH","Spicket River",142.4,35187.73
"153031","15303","010700061102","MA,NH","Spicket River",142.4,35187.73
"15304","15304","010700030101","NH","Town Farm Brook-Contoocook River",109.85,27145.43
"15305","15305","010700060903","NH","Stony Brook",86.87,21467.21
"15306","15306","010900030204","MA,RI","Branch River",68.87,17019.08
"153061","15306","010900030204","MA,RI","Branch River",68.87,17019.08
"15307","15307","011000070101","CT,RI","Upper Wood River",158.13,39073.51
"153071","15307","011000070101","CT,RI","Upper Wood River",158.13,39073.51
"15308","15308","010900040603","RI","South Branch Pawtuxet River",43.08,10645.07
"15309","15309","010900040607","RI","North Branch Pawtuxet River",36.45,9008.1
"15310","15310","010900040608","RI","Pocasset River",53.23,13154.57
"15311","15311","010900040909","RI","Lower East Passage",82.37,20354.11
"15313","15313","010900010401","MA","Headwaters Saugus River",43.29,10698.36
"15314","15314","010900040902","RI","Old Mill Creek-Narragansett Bay",68.21,16854.69
"15317","15317","010900040903","RI","Greenwich Bay",67.42,16660.17
"15318","15318","011000070201","RI","Chipuxet River-Pawcatuck River",66.57,16450.83
"15319","15319","011000070204","RI","Usquepaug River-Pawcatuck River",54.93,13573.86
"15320","15320","011000070205","CT,RI","Tomaquag Brook-Pawcatuck River",147.71,36499.38
"153201","15320","011000070205","CT,RI","Tomaquag Brook-Pawcatuck River",147.71,36499.38
"15321","15321","010900060103","RI","Ninigret Pond-Frontal Block Island Sound",86,21251.72
"15322","15322","010900010602","MA","Chicken Brook-Charles River",94.65,23388.5
"15471","15471","010900011010","MA","Strawberry Ledge-Massachusetts Bay",101.4,25056.53
"15472","15472","010900011005","MA","Boston Harbor",62.46,15435.39
"15473","15473","010900011001","MA","Cape Ann-Atlantic Ocean",121.69,30069.03
"15475","15475","010900010304","MA","Ipswich Bay-Atlantic Ocean",41.31,10208.84
"15477","15477","010900010303","MA","Plum Island-Atlantic Ocean",71.84,17752.61
"15478","15478","010900020601","MA","Martha's Vineyard-Vineyard Sound",831.38,205438.44
"15482","15482","010900020403","MA","Outlet Buzzards Bay",207.19,51198.41
"15483","15483","010900020203","MA","Hyannis Harbor-Frontal Nantucket Sound",1526.68,377250.26
"15486","15486","010900020304","MA","Red Brook-Onset Bay",84.83,20963.15
"15487","15487","010900010102","MA","Outlet Parker River",169.9,41983.54
"15488","15488","010900020104","MA","Outlet North River",84.83,20960.92
"15507","15507","010700030201","NH","Highland Lake",74.22,18339.69
"15508","15508","010700030102","NH","Brush Brook",47.12,11644.3
"15509","15509","010802010202","NH","The Branch-Otter Brook",135.69,33528.7
"15510","15510","010802010101","NH","Ashuelot Pond-Ashuelot River",67.82,16759.9
"155111","15511","010802040306","MA","Chicopee Brook",61.94,15305.82
"15512","15512","011000070302","CT","Shunock River",42.84,10586.86
"15513","15513","010802040301","MA","Sevenmile River",106.63,26349.9
"15514","15514","010802040305","MA","Middle Quaboag River",112.53,27805.74
"15515","15515","010900030101","MA","Kettle Brook",84.39,20854.4
"15516","15516","011000010201","MA","Upper French River",65.98,16304.94
"15517","15517","010900030104","MA","Mumford River",145.5,35953.6
"15518","15518","010900030202","MA,RI","Clear River",117.32,28990.35
"155181","15518","010900030202","MA,RI","Clear River",117.32,28990.35
"15519","15519","010900040605","RI","Barden Reservoir-Ponaganset River",85.34,21089.19
"15520","15520","010802050601","CT","Upper Mattabesset River",78.75,19458.53
"15521","15521","010802050602","CT","Coginchaug River",100.86,24922.42
"15522","15522","010802050603","CT","Lower Mattabesset River",102.29,25276.15
"15524","15524","010802050701","CT","Higganum Creek",51.23,12660.32
"15525","15525","010802050802","CT","Jeremy River",111.94,27661.22
"15526","15526","010802050902","CT","East Branch Eightmile River",58.37,14423.16
"15527","15527","010802050905","CT","Joshua Creek-Connecticut River",109.88,27151.04
"15528","15528","010802070101","CT","Mad River",82.51,20389.19
"15529","15529","010802070404","CT","Pequabuck River",101.2,25006.95
"15531","15531","010900030201","MA","West River",95.92,23701.8
"15532","15532","010200030503","ME","Mattagodus Stream",130.06,32138.05
"15533","15533","010500010303","ME","Junior Stream",107.53,26570.86
"15536","15536","011000040101","CT","Eightmile River",38.35,9476.43
"15537","15537","011000040103","CT","Headwaters Quinnipiac River",155.92,38529.41
"15538","15538","011000040202","CT","Hammonasset River-Frontal Clinton Harbor",126.28,31205.55
"15540","15540","010700040203","MA","Goodridge Brook-Nashua River",89.15,22029.86
"15541","15541","011000030101","CT","Deep River",82.51,20389.74
"15542","15542","010700061402","MA,NH","Creek Brook-Merrimack River",121.04,29908.95
"155421","15542","010700061402","MA,NH","Creek Brook-Merrimack River",121.04,29908.95
"15543","15543","011000051102","CT","East Branch Naugatuck River",36.3,8969.63
"15549","15549","011000051103","CT","Leadmine Brook",64.05,15826.73
"15550","15550","011000051302","CT","Housatonic River-Frontal Long Island Sound",80.8,19965.16
"155511","15551","011000060302","CT","Mill River-Frontal Long Island Sound",84.89,20977.3
"15552","15552","010900010101","MA","Headwaters Parker River",56.22,13891.47
"15553","15553","010900010604","MA","Stop River-Charles River",98.93,24445.33
"15554","15554","010900010702","MA","Stony Brook",61.8,15271.44
"15555","15555","011000050103","MA","East Branch Housatonic River",128.03,31637.47
"15580","15580","010200010802","ME","Crawford Pond",29.88,7383.32
"155811","15581","010300010505","ME","Second Roach Pond",65.59,16206.47
"16018","16018","010801030501","NH","Salmon Hole Brook-Ammonoosuc River",52.03,12857.02
"16019","16019","010801030206","NH,VT","Manchester Brook-Connecticut River",85.73,21184.56
"160191","16019","010801030206","NH,VT","Manchester Brook-Connecticut River",85.73,21184.56
"16020","16020","010801030506","NH","Ammonoosuc River",95.48,23594.74
"16021","16021","010400020903","ME","Pennesseewassee Lake",57.56,14223.93
"16038","16038","010801030602","NH,VT","Wells River",148.92,36797.9
"160381","16038","010801030602","NH,VT","Wells River",148.92,36797.9
"16042","16042","010400020503","ME","Spears Stream",59.91,14803.2
"16043","16043","010801020402","VT","Joes Brook",136.97,33845.05
"16044","16044","010801020203","VT","Moose River",133.79,33060.92
"16045","16045","010801020401","VT","Sleepers River",120.42,29755.17
"16046","16046","010400020207","ME","Pond Stream-Androscoggin River",105.66,26110.13
"16048","16048","010400020602","ME","Clay Brook-Androscoggin River",91.68,22655.39
"16768","16768","010801010903","NH,VT","Mink Brook-Connecticut River",132.78,32810.44
"167681","16768","010801010903","NH,VT","Mink Brook-Connecticut River",132.78,32810.44
"16769","16769","010400020205","ME","Sunday River",132.64,32775.58
"16770","16770","010400020406","ME","Logan Brook-Androscoggin River",120.34,29737.56
"16771","16771","010400020603","ME","Taylor Pond",91.68,22654.2
"16774","16774","010400010403","NH","Nathan Pond Brook-Swift Diamond River",74.27,18352.53
"20473","20473","010801070302","VT","Utley Brook",71.6,17692.37
"20474","20474","010600030602","NH","Axe Handle Brook",29.93,7396.99
"20475","20475","010700030401","NH","Andrew Brook",49.72,12285.78
"20476","20476","010600030302","ME","Vaughn Island",0.8,196.45
"20477","20477","010801060403","NH","South Branch Sugar River",120.01,29654.83
"20478","20478","010801060601","VT","Headwaters Williams River",79.68,19688.54
"20479","20479","010600030606","NH","Long Pond",41.09,10152.77
"20480","20480","010700060302","NH","Bow Bog Brook-Merrimack River",171.33,42336.88
"20481","20481","010700030404","NH","Lower Warner River",156.34,38633.64
"20483","20483","010801050101","VT","Headwaters White River",147.31,36399.96
"20484","20484","010801040104","NH,VT","Waits River",59.16,14619.34
"204841","20484","010801040104","NH,VT","Waits River",59.16,14619.34
"20554","20554","010802010702","MA","Stony Brook-Connecticut River",156.07,38566.64
"20555","20555","010802010701","MA","Batchelor Brook",81.67,20179.97
"20556","20556","010802010609","MA","Lower Manhan River",68.04,16813.67
"20557","20557","010802010607","MA","North Branch Manhan River",56.07,13855.88
"20684","20684","010400020501","ME","Webb Lake",197.96,48916.06
"20685","20685","010801010706","NH","Nash Stream",113.74,28105.57
"20688","20688","010700030301","NH","Sand Brook-Contoocook River",63.66,15730.74
"20690","20690","010801050301","VT","Headwaters Second Branch White River",97.75,24155.76
"20691","20691","010700060301","NH","Turkey River",96.97,23961.98
"20692","20692","010801050501","VT","Broad Brook-White River",112.83,27880.95
"20693","20693","010801050106","VT","Stony Brook-White River",133.03,32873.6
"20720","20720","010400020907","ME","Waterhouse Brook",51.11,12629.37
"20721","20721","010400021003","ME","Little River",70.33,17378.43
"20722","20722","010400021004","ME","West Branch Denham Stream",47.36,11703.79
"20723","20723","010600020501","ME","Moose Pond-Moose Pond Brook",84.58,20899.97
"20724","20724","010400020906","ME","Whitney Pond",39.26,9701.36
"20725","20725","010400020910","ME","Taylor Pond-Little Androscoggin River",144.23,35639.05
"20726","20726","010801040102","VT","Headwaters Waits River",151.61,37462.59
"20727","20727","010400020908","ME","Meadow Brook-Little Androscoggin River",75.67,18698.91
"20728","20728","010400020803","ME","Stetson Brook-Androscoggin River",66.51,16435.66
"20729","20729","010400020905","ME","Thompson Lake",124.89,30860.57
"20730","20730","010600020403","ME","Kezar Pond",138.44,34209.63
"20731","20731","010801030503","NH","Pearl Lake Brook-Ammonoosuc River",77.81,19226.59
"20732","20732","010400020802","ME","Lake Auburn",47.58,11756.82
"20743","20743","010802010606","MA","Mill River",147.85,36533.81
"20746","20746","010400020605","ME","Androscoggin Lake",79.79,19716.83
"20747","20747","010801030203","NH,VT","Comerford Station Dam-Connecticut River",86.69,21422.3
"207471","20747","010801030203","NH,VT","Comerford Station Dam-Connecticut River",86.69,21422.3
"20750","20750","010400020902","ME","Andrews Brook-Little Androscoggin River",96.76,23910.39
"20809","20809","010802010610","MA","Dry Brook-Connecticut River",61.83,15277.72
"20811","20811","010802010605","MA","Fort River",145,35830.63
"20812","20812","010802010603","MA","Doolittle Brook-Mill River",79.05,19534.36
"20813","20813","010700040202","MA","Stillwater River",101.81,25157
"20814","20814","010802010604","MA","West Brook-Mill River",126.83,31341.01
"20815","20815","010700061301","MA","Upper Shawsheen River",70.56,17434.6
"20816","20816","010700040204","MA","Still River-Nashua River",46.44,11474.82
